Record_ID,Company,Industry,Country,Reporting_Year,ESG_Category,Metric,Scope,Value,Unit,Source_Type,Source_Reference,Required,Expected_Unit,ESG_Category_Reference,Required_Flag,Unique_Record_Key,Duplicate_Flag,Missing_Value_Flag,Invalid_Unit_Flag,Negative_Emissions_Flag,Missing_Scope_Flag,Missing_Year_Flag,Missing_Source_Flag,Outlier_Flag,Exception_Count,Validation_Status,Severity
R0208,Vertex Electronics,Technology,Japan,2024.0,Energy,Renewable Energy Consumption,,112946.3,MWh,Internal ESG System,SRC-2024-04,True,MWh,Energy,True,Vertex Electronics|2024.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0209,Vertex Electronics,Technology,Japan,2024.0,Climate,Scope 1 Emissions,Emissions,28200.7,tCO2e,Internal ESG System,SRC-2024-04,True,tCO2e,Climate,True,Vertex Electronics|2024.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0210,Vertex Electronics,Technology,Japan,2024.0,Waste,Waste Generated,,7987.7,tonnes,Internal ESG System,SRC-2024-04,True,tonnes,Waste,True,Vertex Electronics|2024.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0211,Vertex Electronics,Technology,Japan,2024.0,Waste,Waste Recycled,,4210.2,tonnes,Internal ESG System,SRC-2024-04,True,tonnes,Waste,True,Vertex Electronics|2024.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0212,Vertex Electronics,Technology,Japan,2024.0,Water,Water Consumption,,1908.7,ML,Internal ESG System,SRC-2024-04,True,ML,Water,True,Vertex Electronics|2024.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0213,Vertex Electronics,Technology,Japan,2024.0,Workforce / ESG,Workforce Training Hours,,50.0,hours,Internal ESG System,SRC-2024-04,True,hours,Workforce / ESG,True,Vertex Electronics|2024.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0214,Vertex Electronics,Technology,Japan,2025.0,Workforce / ESG,Employee Turnover,,11.6,%,Internal ESG System,SRC-2025-04,True,%,Workforce / ESG,True,Vertex Electronics|2025.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0215,Vertex Electronics,Technology,Japan,2025.0,Energy,Energy Consumption,,285200.0,MWh,Internal ESG System,SRC-2025-04,True,MWh,Energy,True,Vertex Electronics|2025.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0216,Vertex Electronics,Technology,Japan,2025.0,Energy,Renewable Energy Consumption,,101279.6,MWh,Internal ESG System,SRC-2025-04,True,MWh,Energy,True,Vertex Electronics|2025.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0217,Vertex Electronics,Technology,Japan,2025.0,Climate,Scope 1 Emissions,Emissions,38018.9,tCO2e,Internal ESG System,SRC-2025-04,True,tCO2e,Climate,True,Vertex Electronics|2025.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0218,Vertex Electronics,Technology,Japan,2025.0,Climate,Scope 3 Emissions,Emissions,67031.0,tCO2e,Internal ESG System,SRC-2025-04,True,tCO2e,Climate,True,Vertex Electronics|2025.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0219,Vertex Electronics,Technology,Japan,2025.0,Waste,Waste Generated,,8311.7,tonnes,Internal ESG System,SRC-2025-04,True,tonnes,Waste,True,Vertex Electronics|2025.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0220,Vertex Electronics,Technology,Japan,2025.0,Workforce / ESG,Workforce Training Hours,,20.5,hours,Internal ESG System,SRC-2025-04,True,hours,Workforce / ESG,True,Vertex Electronics|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
DUP001,Apex Manufacturing,Manufacturing,India,2024.0,Waste,Waste Recycled,,6355.6,tonnes,Internal ESG System,SRC-2024-01,True,tonnes,Waste,True,Apex Manufacturing|2024.0|Waste Recycled,True,False,False,False,False,False,False,False,1,Exception,Medium
DUP002,Northstar Foods,Retail,United Kingdom,2025.0,Workforce / ESG,Employee Turnover,,12.5,%,Internal ESG System,SRC-2025-02,True,%,Workforce / ESG,True,Northstar Foods|2025.0|Employee Turnover,True,False,False,False,False,False,False,False,1,Exception,Medium
DUP003,UrbanCore Logistics,Logistics,United States,2024.0,Climate,Scope 2 Emissions,Emissions,18515.5,tCO2e,Internal ESG System,SRC-2024-05,True,tCO2e,Climate,True,UrbanCore Logistics|2024.0|Scope 2 Emissions,True,False,False,False,False,False,False,False,1,Exception,Medium
